,IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,GO:Process,GO:Process ID,apoptosis_related
443,AIRE,1885.9625,1884.4337,1568.7115,2242.30315,2230.86285,1939.6319,2158.1256,1974.5376,2544.08035,2261.6054,2307.5396,2442.2003,"humoral immune response///immune response///negative thymic T cell selection///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///regulation of transcription, DNA-templated///regulation of translation///transcription from RNA polymerase II promoter",GO:0006959///GO:0006955///GO:0045060///GO:0045944///GO:0045893///GO:0006355///GO:0006417///GO:0006366,False
449,AK2,2717.7313329999997,2423.1753329999997,2558.7243329999997,2273.105,2283.4626670000002,2348.391,2326.9123329999998,2252.187667,2206.555,2937.845,2834.747333,2914.05,ADP biosynthetic process///AMP metabolic process///brain development///dATP metabolic process///liver development///nucleobase-containing small molecule interconversion///nucleotide phosphorylation///oxidative phosphorylation///response to thyroid hormone,GO:0006172///GO:0046033///GO:0007420///GO:0046060///GO:0001889///GO:0015949///GO:0046939///GO:0006119///GO:0097066,False
451,AK4,587.1548,487.9995,642.595,479.6722,510.0086,589.289,1365.68,1296.9276,1369.151,1270.7506,1275.5032,1318.8339,ADP biosynthetic process///AMP metabolic process///ATP metabolic process///GTP metabolic process///brain development///liver development///nucleobase-containing small molecule interconversion///nucleoside diphosphate phosphorylation///nucleoside monophosphate phosphorylation///nucleoside triphosphate biosynthetic process///response to drug,GO:0006172///GO:0046033///GO:0046034///GO:0046039///GO:0007420///GO:0001889///GO:0015949///GO:0006165///GO:0046940///GO:0009142///GO:0042493,False
473,AKIRIN2,1506.52,1521.41,1384.89,1337.71,1411.06,1282.42,911.725,1003.64,915.311,833.1460000000001,919.0139999999999,808.7489999999999,"embryo development///innate immune response///negative regulation of transcription from RNA polymerase II promoter///positive regulation of cell proliferation///positive regulation of endopeptidase activity///positive regulation of interleukin-6 production///positive regulation of transcription from RNA polymerase II promoter///response to lipopolysaccharide///transcription, DNA-templated",GO:0009790///GO:0045087///GO:0000122///GO:0008284///GO:0010950///GO:0032755///GO:0045944///GO:0032496///GO:0006351,False
475,AKR1A1,561.344,569.7066667,679.183,1070.131,1005.987333,933.211,712.2146667000001,647.632,661.3969999999999,1259.838,1126.073,991.6569999999999,D-glucuronate catabolic process///L-ascorbic acid biosynthetic process///aldehyde catabolic process///cellular aldehyde metabolic process///glucose metabolic process///glucuronate catabolic process to xylulose 5-phosphate///glutathione derivative biosynthetic process///oxidation-reduction process,GO:0042840///GO:0019853///GO:0046185///GO:0006081///GO:0006006///GO:0019640///GO:1901687///GO:0055114,False
476,AKR1B1,1463.22,1330.78,1439.98,2003.3,2125.24,1708.05,847.758,836.432,925.8610000000001,2421.5,2026.52,2522.59,C21-steroid hormone biosynthetic process///carbohydrate metabolic process///cellular response to hydrogen peroxide///cellular response to methylglyoxal///cellular response to peptide///daunorubicin metabolic process///doxorubicin metabolic process///fructose biosynthetic process///inner medullary collecting duct development///maternal process involved in female pregnancy///naphthalene metabolic process///norepinephrine metabolic process///oxidation-reduction process///positive regulation of JAK-STAT cascade///positive regulation of smooth muscle cell proliferation///response to stress///response to thyroid hormone///response to water deprivation///sorbitol biosynthetic process///stress-activated protein kinase signaling cascade///tissue homeostasis,GO:0006700///GO:0005975///GO:0070301///GO:0097238///GO:1901653///GO:0044597///GO:0044598///GO:0046370///GO:0072061///GO:0060135///GO:0018931///GO:0042415///GO:0055114///GO:0046427///GO:0048661///GO:0006950///GO:0097066///GO:0009414///GO:0006061///GO:0031098///GO:0001894,False
482,AKR1C4,111.2283,101.40115,103.24805,111.16135,109.85815,108.09535,609.24125,532.83865,732.8472,2520.35375,2517.7261,1740.57,androgen metabolic process///bile acid and bile salt transport///bile acid biosynthetic process///cellular response to jasmonic acid stimulus///daunorubicin metabolic process///doxorubicin metabolic process///oxidation-reduction process///retinoid metabolic process///steroid metabolic process,GO:0008209///GO:0015721///GO:0006699///GO:0071395///GO:0044597///GO:0044598///GO:0055114///GO:0001523///GO:0008202,False
483,AKR1D1,3573.1995,3077.49875,3138.757,3997.1935,3478.46305,3221.50295,3992.5424,3242.8525,2912.0762,3444.74225,3588.7705,3761.05865,C21-steroid hormone metabolic process///androgen metabolic process///bile acid biosynthetic process///bile acid biosynthetic process///bile acid catabolic process///cholesterol catabolic process///digestion///oxidation-reduction process,GO:0008207///GO:0008209///GO:0006699///GO:0006699///GO:0030573///GO:0006707///GO:0007586///GO:0055114,False
485,AKR7A2,769.2760000000001,641.07,900.997,1312.25,1561.49,1442.12,724.945,652.621,744.1619999999999,1088.48,1167.39,1463.22,carbohydrate metabolic process///cellular aldehyde metabolic process///daunorubicin metabolic process///doxorubicin metabolic process///oxidation-reduction process///xenobiotic metabolic process,GO:0005975///GO:0006081///GO:0044597///GO:0044598///GO:0055114///GO:0006805,False
496,ALCAM,2980.47,4501.43,3819.13,3631.99,4287.22,4444.77,1088.83,840.203,829.686,2039.42,1892.16,1449.02,adaptive immune response///axon extension involved in axon guidance///cell adhesion///heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules///motor neuron axon guidance///neuron projection extension///retinal ganglion cell axon guidance///signal transduction,GO:0002250///GO:0048846///GO:0007155///GO:0007157///GO:0008045///GO:1990138///GO:0031290///GO:0007165,False
501,ALDH1A3,479.6255,615.9780000000001,528.651,252.394,323.127,228.6575,3588.94,3585.48,2734.675,4567.48,5153.975,3048.42,embryonic eye morphogenesis///face development///inner ear morphogenesis///locomotory behavior///neuromuscular process controlling balance///nucleus accumbens development///olfactory pit development///optic cup morphogenesis involved in camera-type eye development///oxidation-reduction process///positive regulation of apoptotic process///retinal metabolic process///retinoic acid biosynthetic process///retinoic acid metabolic process///retinol metabolic process///righting reflex,GO:0048048///GO:0060324///GO:0042472///GO:0007626///GO:0050885///GO:0021768///GO:0060166///GO:0002072///GO:0055114///GO:0043065///GO:0042574///GO:0002138///GO:0042573///GO:0042572///GO:0060013,True
513,ALDH7A1,1399.1,1161.06,1446.805,1819.05,1808.415,1845.85,1444.95,1379.68,1012.815,1332.29,1387.65,1006.7015,cellular aldehyde metabolic process///choline catabolic process///glycine betaine biosynthetic process from choline///lysine catabolic process///oxidation-reduction process///sensory perception of sound,GO:0006081///GO:0042426///GO:0019285///GO:0006554///GO:0055114///GO:0007605,False
515,ALDH9A1,2047.06,1520.02,2299.88,5427.77,5196.83,4510.84,2053.04,1888.71,2344.49,4125.62,4525.23,4238.21,carnitine biosynthetic process///carnitine biosynthetic process///cellular aldehyde metabolic process///hormone metabolic process///kidney development///liver development///neurotransmitter biosynthetic process///oxidation-reduction process,GO:0045329///GO:0045329///GO:0006081///GO:0042445///GO:0001822///GO:0001889///GO:0042136///GO:0055114,False
516,ALDOA,1775.114475,1317.05825,1711.6614,1758.640375,1908.139,1837.8458,1213.8405,1351.319325,1010.097375,1428.58565,1251.6860000000001,1091.064375,"ATP biosynthetic process///actin filament organization///canonical glycolysis///cell-cell adhesion///fructose 1,6-bisphosphate metabolic process///fructose metabolic process///gluconeogenesis///glycolytic process///muscle cell cellular homeostasis///platelet degranulation///protein homotetramerization///regulation of cell shape///striated muscle contraction",GO:0006754///GO:0007015///GO:0061621///GO:0098609///GO:0030388///GO:0006000///GO:0006094///GO:0006096///GO:0046716///GO:0002576///GO:0051289///GO:0008360///GO:0006941,False
528,ALG3,2336.44,1973.77,2309.13,1528.56,1385.46,1830.1,873.12,837.038,1038.93,732.7669999999999,786.18,1067.93,dolichol-linked oligosaccharide biosynthetic process///mannosylation///protein glycosylation///protein glycosylation,GO:0006488///GO:0097502///GO:0006486///GO:0006486,False
529,ALG5,1864.91,2454.77,2090.29,1769.05,1755.31,2184.2,1209.61,1285.9,1447.51,907.415,897.3580000000001,923.12,GPI anchor biosynthetic process///determination of left/right symmetry///dolichol metabolic process///protein N-linked glycosylation///protein N-linked glycosylation via asparagine///protein O-linked mannosylation///protein glycosylation,GO:0006506///GO:0007368///GO:0019348///GO:0006487///GO:0018279///GO:0035269///GO:0006486,False
538,ALKBH5,6378.06,5516.33,5224.71,8738.16,9180.03,7767.81,2262.15,2010.75,2281.84,3787.01,3742.28,3364.64,cell differentiation///mRNA export from nucleus///mRNA processing///oxidative single-stranded RNA demethylation///positive regulation of defense response to virus by host///response to hypoxia///spermatogenesis///xenophagy,GO:0030154///GO:0006406///GO:0006397///GO:0035553///GO:0002230///GO:0001666///GO:0007283///GO:0098792,False
554,ALPK2,1507.69,1660.61,1325.84,2163.77,2720.18,1938.53,99.92,101.45,97.9899,102.749,92.4113,89.7938,protein phosphorylation,GO:0006468,False
557,ALPP,1284.63,1689.21,1573.83,1655.06,1447.51,1633.8,1883.01,1710.06,1888.71,1783.16,1750.53,1997.62,dephosphorylation,GO:0016311,False
570,AMD1,826.433,795.807,661.556,676.9730000000001,568.6669999999999,625.234,1067.55,1028.05,986.635,854.7460000000001,1014.22,959.53,S-adenosylmethioninamine biosynthetic process///S-adenosylmethionine metabolic process///polyamine metabolic process///spermidine biosynthetic process///spermine biosynthetic process,GO:0006557///GO:0046500///GO:0006595///GO:0008295///GO:0006597,False
595,AMY1A,551.9841,488.7956,759.6664333,741.3801,807.3977667,800.0157667000001,2810.958,2945.7883,4101.626167,2852.130267,3027.2670000000003,3789.0930670000002,carbohydrate metabolic process///digestion,GO:0005975///GO:0007586,False
597,AMY1C,6064.0,4862.3,5668.34,7564.88,7044.42,6041.55,1378.4,1566.51,2294.46,1253.78,1654.17,2136.56,carbohydrate metabolic process///digestion,GO:0005975///GO:0007586,False
605,ANAPC13,2590.8,2729.71,2936.23,3226.43,3286.04,2967.18,2414.65,2437.61,3056.13,3320.4,3802.67,3702.87,cell division///mitotic nuclear division///protein K11-linked ubiquitination,GO:0051301///GO:0007067///GO:0070979,False
610,ANAPC5,2071.51,2086.94,2007.24,2082.19,1710.75,1821.69,912.6030000000001,975.7639999999999,1082.31,844.995,880.37,911.247,anaphase-promoting complex-dependent catabolic process///cell division///mitotic nuclear division///negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition///proteasome-mediated ubiquitin-dependent protein catabolic process///protein K11-linked ubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process///regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,GO:0031145///GO:0051301///GO:0007067///GO:0051436///GO:0051437///GO:0043161///GO:0070979///GO:0042787///GO:0051439,False
631,ANKIB1,1319.59,1309.38,1018.22,1574.96,1514.01,1183.56,983.2760000000001,804.043,923.7660000000001,1048.19,1063.95,1145.6,positive regulation of proteasomal ubiquitin-dependent protein catabolic process///protein polyubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:0032436///GO:0000209///GO:0042787,False
635,ANKRD1,105.846,98.369,96.4407,107.37200000000001,103.34299999999999,99.8544,1533.21,1464.0,1153.26,1698.04,1723.59,1165.13,"cardiac muscle tissue morphogenesis///cellular response to drug///cellular response to hypoxia///cellular response to interleukin-1///cellular response to lipopolysaccharide///cellular response to mechanical stimulus///cellular response to organic cyclic compound///cellular response to transforming growth factor beta stimulus///cellular response to tumor necrosis factor///muscle cell differentiation///negative regulation of DNA biosynthetic process///negative regulation of transcription from RNA polymerase II promoter///positive regulation of DNA damage response, signal transduction by p53 class mediator///positive regulation of apoptotic process///positive regulation of neuron projection development///positive regulation of protein secretion///positive regulation of transcription from RNA polymerase II promoter///response to muscle stretch///sarcomere organization///skeletal muscle cell differentiation",GO:0055008///GO:0035690///GO:0071456///GO:0071347///GO:0071222///GO:0071260///GO:0071407///GO:0071560///GO:0071356///GO:0042692///GO:2000279///GO:0000122///GO:0043517///GO:0043065///GO:0010976///GO:0050714///GO:0045944///GO:0035994///GO:0045214///GO:0035914,True
